,location,size,total_sqft,bath,price,bhk,price_per_sqft
2962,Jakkur,2 BHK,1300.0,2.0,85.0,2,6538.461538461538
2963,Jakkur,4 BHK,3181.0,4.0,260.5,4,8189.248663942157
2964,Jakkur,3 BHK,1950.0,3.0,131.0,3,6717.948717948719
2965,Jakkur,2 BHK,1230.0,2.0,76.0,2,6178.861788617885
2966,Jakkur,2 BHK,1290.0,2.0,80.0,2,6201.5503875969
2967,Jakkur,3 BHK,1760.0,3.0,110.0,3,6250.0
2968,Jakkur,2 BHK,1483.0,2.0,98.0,2,6608.226567768038
2969,Jakkur,3 BHK,1650.0,3.0,111.0,3,6727.272727272727
2970,Jakkur,3 BHK,2423.0,4.0,160.0,3,6603.38423442014
2971,Jakkur,3 BHK,2197.0,3.0,136.0,3,6190.259444697314
2972,Jakkur,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
2973,Jakkur,2 BHK,1230.0,2.0,79.0,2,6422.764227642277
2974,Jakkur,2 BHK,1202.0,2.0,79.0,2,6572.379367720467
2975,Jakkur,3 BHK,1858.0,3.0,123.0,3,6620.021528525295
2976,Jakkur,3 BHK,1798.0,3.0,110.0,3,6117.908787541713
2977,Jakkur,3 BHK,1785.0,3.0,130.0,3,7282.913165266106
2978,Jakkur,2 BHK,1080.0,2.0,60.0,2,5555.555555555556
2979,Jakkur,2 BHK,1260.0,2.0,71.195,2,5650.396825396825
2980,Jakkur,3 BHK,1816.0,3.0,119.0,3,6552.863436123348
2981,Jakkur,2 BHK,1424.0,2.0,80.0,2,5617.9775280898875
2982,Jakkur,2 BHK,1290.0,2.0,85.0,2,6589.147286821705
2983,Jakkur,2 BHK,1300.0,2.0,80.0,2,6153.846153846153
2984,Jakkur,2 BHK,1290.0,2.0,80.04,2,6204.651162790698
2985,Jakkur,2 BHK,1282.0,2.0,72.0,2,5616.22464898596
2986,Jakkur,3 BHK,1660.0,3.0,104.0,3,6265.060240963855
2987,Jakkur,2 BHK,1291.0,2.0,75.0,2,5809.450038729667
2988,Jakkur,2 BHK,1473.0,2.0,85.0,2,5770.5363204344885
2989,Jakkur,3 BHK,1660.0,3.0,104.0,3,6265.060240963855
2990,Jakkur,3 BHK,1950.0,3.0,131.0,3,6717.948717948719
2991,Jakkur,2 BHK,1432.0,2.0,85.0,2,5935.754189944135
2992,Jakkur,3 BHK,1710.0,3.0,110.0,3,6432.748538011696
2993,Jalahalli,3 BHK,2250.0,3.0,160.0,3,7111.11111111111
2994,Jalahalli,2 BHK,1694.0,2.0,125.0,2,7378.984651711924
2995,Jalahalli,2 BHK,1400.0,1.0,80.0,2,5714.285714285716
2996,Jalahalli,2 BHK,1045.0,2.0,76.77,2,7346.411483253589
2997,Jalahalli,3 BHK,2113.0,3.0,155.0,3,7335.541883577852
2998,Jalahalli,3 BHK,1932.0,4.0,135.0,3,6987.577639751553
2999,Jalahalli,2 BHK,1045.0,2.0,58.0,2,5550.239234449761
3000,Jalahalli,4 Bedroom,1200.0,4.0,90.0,4,7500.0
3001,Jalahalli,2 BHK,1020.0,2.0,52.0,2,5098.039215686274
3002,Jalahalli,3 BHK,2384.0,4.0,165.0,3,6921.140939597314
3003,Jalahalli,2 BHK,790.0,2.0,49.5,2,6265.822784810127
3004,Jalahalli,3 BHK,1569.0,3.0,118.0,3,7520.7138304652635
3005,Jalahalli,1 Bedroom,600.0,1.0,37.0,1,6166.666666666668
3006,Jalahalli,1 BHK,615.0,1.0,46.0,1,7479.674796747968
3007,Jalahalli,2 BHK,905.0,2.0,55.0,2,6077.348066298344
3008,Jalahalli,2 BHK,1000.0,2.0,70.0,2,7000.0
3009,Jalahalli,1 BHK,615.0,1.0,46.0,1,7479.674796747968
3010,Jalahalli,3 BHK,1470.0,2.0,102.0,3,6938.775510204082
3011,Jalahalli,2 BHK,1244.0,2.0,88.0,2,7073.954983922829
3012,Jalahalli,2 BHK,1407.0,2.0,98.49,2,7000.0
3013,Jalahalli,1 BHK,1200.0,2.0,66.0,1,5500.0
3014,Jalahalli,2 BHK,1045.0,2.0,76.77,2,7346.411483253589
3015,Jalahalli,3 BHK,2086.0,3.0,160.0,3,7670.182166826462
3016,Jalahalli,2 BHK,1313.0,2.0,68.0,2,5178.979436405179
3017,Jalahalli East,1 BHK,750.0,1.0,40.0,1,5333.333333333333
3018,Jalahalli East,3 BHK,1260.0,2.0,60.0,3,4761.904761904762
3019,Jalahalli East,2 BHK,1020.0,2.0,58.0,2,5686.274509803921
3020,Jalahalli East,3 BHK,1300.0,2.0,63.0,3,4846.153846153846
3021,Jalahalli East,1 BHK,775.0,1.0,34.1,1,4400.0
3022,Jalahalli East,2 BHK,1010.0,2.0,52.0,2,5148.514851485149
3023,Jalahalli East,2 BHK,1010.0,2.0,52.0,2,5148.514851485149
3024,Jigani,2 BHK,918.0,2.0,52.0,2,5664.488017429195
3025,Jigani,2 BHK,918.0,2.0,48.0,2,5228.75816993464
3026,Jigani,2 BHK,914.0,2.0,47.0,2,5142.231947483589
3027,Jigani,2 BHK,927.0,2.0,55.0,2,5933.117583603022
3028,Jigani,2 BHK,920.0,2.0,46.0,2,5000.0
3029,Jigani,3 Bedroom,2400.0,4.0,130.0,3,5416.666666666667
3030,Jigani,2 BHK,918.0,2.0,45.0,2,4901.960784313726
3031,Jigani,2 BHK,918.0,2.0,63.2,2,6884.5315904139425
3032,Jigani,2 BHK,933.0,2.0,43.0,2,4608.788853161844
3033,Jigani,2 BHK,918.0,2.0,55.0,2,5991.2854030501085
3034,Jigani,3 Bedroom,2400.0,3.0,149.0,3,6208.333333333332
3035,Jigani,2 BHK,937.0,2.0,44.0,2,4695.8377801494125
3036,Jigani,2 BHK,923.0,2.0,50.0,2,5417.118093174431
3037,Jigani,3 BHK,1221.0,3.0,72.0,3,5896.805896805898
3038,Jigani,2 BHK,918.0,2.0,49.0,2,5337.690631808279
3039,Jigani,2 BHK,914.0,2.0,49.0,2,5361.05032822757
3040,Jigani,2 BHK,918.0,2.0,50.0,2,5446.623093681917
3041,Jigani,3 BHK,1200.0,3.0,65.0,3,5416.666666666667
3042,Jigani,2 BHK,914.0,2.0,55.0,2,6017.505470459519
3043,Jigani,3 BHK,1221.0,3.0,75.0,3,6142.506142506142
3044,Jigani,3 BHK,1252.0,3.0,70.0,3,5591.054313099042
3045,Jigani,2 BHK,939.0,2.0,39.0,2,4153.35463258786
3046,Jigani,3 BHK,1221.0,3.0,70.0,3,5733.0057330057325
3047,Jigani,2 BHK,943.0,2.0,48.0,2,5090.137857900319
3048,Jigani,2 BHK,918.0,2.0,56.0,2,6100.217864923748
3049,Jigani,2 BHK,943.0,2.0,49.5,2,5249.204665959703
3050,Judicial Layout,3 BHK,1300.0,3.0,64.0,3,4923.076923076923
3051,Judicial Layout,3 BHK,2070.0,3.0,162.0,3,7826.08695652174
3052,Judicial Layout,3 Bedroom,1700.0,3.0,155.0,3,9117.64705882353
3053,Judicial Layout,3 BHK,1100.0,2.0,53.0,3,4818.181818181818
3054,Judicial Layout,2 BHK,1165.0,2.0,49.61,2,4258.369098712446
3055,Judicial Layout,5 Bedroom,5400.0,4.0,700.0,5,12962.962962962964
3056,Judicial Layout,4 Bedroom,1500.0,3.0,162.0,4,10800.0
3057,Judicial Layout,2 BHK,900.0,2.0,40.0,2,4444.444444444444
3058,Judicial Layout,3 BHK,1989.0,4.0,155.0,3,7792.860734037205
3059,KR Puram,2 BHK,1277.5,2.0,56.8,2,4446.183953033268
3060,KR Puram,2 BHK,930.0,2.0,39.0,2,4193.548387096775
3061,KR Puram,2 BHK,1155.0,2.0,42.74,2,3700.432900432901
3062,KR Puram,2 BHK,1225.0,2.0,46.55,2,3800.0
3063,KR Puram,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
3064,KR Puram,2 Bedroom,1200.0,2.0,71.0,2,5916.666666666668
3065,KR Puram,2 BHK,750.0,2.0,25.0,2,3333.333333333333
3066,KR Puram,2 BHK,1015.0,2.0,43.0,2,4236.453201970443
3067,KR Puram,2 BHK,1470.0,2.0,86.0,2,5850.340136054423
3068,KR Puram,1 BHK,714.0,1.0,28.0,1,3921.5686274509803
3069,KR Puram,2 BHK,1142.0,2.0,51.0,2,4465.84938704028
3070,KR Puram,2 BHK,1115.0,2.0,33.45,2,3000.0000000000005
3071,KR Puram,2 BHK,1021.0,2.0,48.0,2,4701.273261508325
3072,KR Puram,3 BHK,1559.0,3.0,69.315,3,4446.1193072482365
3073,KR Puram,2 BHK,1035.0,2.0,40.5,2,3913.04347826087
3074,KR Puram,2 Bedroom,1550.0,2.0,71.0,2,4580.645161290323
3075,KR Puram,2 BHK,1192.5,2.0,51.22,2,4295.17819706499
3076,KR Puram,2 BHK,1100.0,2.0,46.0,2,4181.818181818182
3077,KR Puram,2 BHK,1290.0,2.0,49.02,2,3800.0
3078,KR Puram,2 BHK,1100.0,2.0,43.0,2,3909.090909090909
3079,KR Puram,2 BHK,950.0,2.0,40.0,2,4210.526315789473
3080,KR Puram,2 BHK,1156.0,2.0,72.0,2,6228.373702422146
3081,KR Puram,2 Bedroom,1000.0,2.0,60.0,2,6000.0
3082,KR Puram,2 BHK,1001.0,2.0,30.0,2,2997.002997002997
3083,KR Puram,2 BHK,750.0,2.0,40.0,2,5333.333333333333
3084,KR Puram,6 Bedroom,2000.0,6.0,85.0,6,4250.0
3085,KR Puram,2 BHK,1000.0,2.0,44.5,2,4450.0
3086,KR Puram,2 BHK,1200.0,2.0,47.0,2,3916.666666666666
3087,KR Puram,2 Bedroom,1200.0,1.0,65.0,2,5416.666666666667
3088,KR Puram,2 BHK,1076.0,2.0,67.0,2,6226.765799256506
3089,KR Puram,2 BHK,1140.0,2.0,43.32,2,3800.0
3090,KR Puram,6 Bedroom,4300.0,6.0,175.0,6,4069.767441860465
3091,KR Puram,2 BHK,1200.0,2.0,42.0,2,3500.0
3092,KR Puram,2 BHK,1040.0,2.0,50.0,2,4807.692307692308
3093,KR Puram,4 Bedroom,1200.0,4.0,83.0,4,6916.666666666668
3094,KR Puram,2 BHK,734.0,2.0,22.0,2,2997.275204359673
3095,KR Puram,2 BHK,1120.0,2.0,36.0,2,3214.285714285714
3096,KR Puram,2 BHK,1150.0,2.0,42.0,2,3652.173913043479
3097,KR Puram,9 BHK,4600.0,9.0,200.0,9,4347.826086956522
3098,KR Puram,2 BHK,1050.0,2.0,55.0,2,5238.095238095239
3099,KR Puram,2 BHK,1057.0,2.0,30.0,2,2838.221381267739
3100,KR Puram,2 BHK,1085.0,2.0,46.5,2,4285.714285714285
3101,KR Puram,3 BHK,1700.0,3.0,105.0,3,6176.470588235295
3102,KR Puram,2 BHK,1200.0,2.0,72.0,2,6000.0
3103,KR Puram,4 BHK,3628.0,4.0,246.0,4,6780.595369349505
3104,KR Puram,2 BHK,2000.0,2.0,75.0,2,3750.0
3105,KR Puram,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
3106,KR Puram,2 BHK,1035.0,2.0,40.0,2,3864.734299516908
3107,KR Puram,2 BHK,1116.0,2.0,45.0,2,4032.2580645161293
3108,KR Puram,2 BHK,1290.0,2.0,69.0,2,5348.8372093023245
3109,KR Puram,3 BHK,1300.0,2.0,57.0,3,4384.615384615385
3110,KR Puram,2 BHK,866.28,2.0,36.38,2,4199.565960197629
3111,KR Puram,2 BHK,1096.0,2.0,43.0,2,3923.3576642335775
3112,KR Puram,2 BHK,1204.0,2.0,58.0,2,4817.275747508305
3113,KR Puram,1 BHK,700.0,1.0,21.5,1,3071.4285714285716
3114,KR Puram,2 BHK,1205.0,2.0,45.79,2,3800.0
3115,KR Puram,3 BHK,1827.0,3.0,97.0,3,5309.250136836344
3116,KR Puram,2 BHK,1075.0,2.0,32.25,2,3000.0
3117,KR Puram,2 BHK,1100.0,2.0,39.9,2,3627.2727272727284
3118,KR Puram,7 Bedroom,2800.0,6.0,110.0,7,3928.571428571429
3119,KR Puram,2 BHK,1020.0,2.0,39.0,2,3823.529411764706
3120,KR Puram,2 Bedroom,1200.0,2.0,75.0,2,6250.0
3121,KR Puram,2 BHK,1245.0,2.0,60.0,2,4819.277108433735
3122,Kadubeesanahalli,3 BHK,1665.0,3.0,70.0,3,4204.204204204204
3123,Kadubeesanahalli,3 BHK,1532.0,3.0,115.0,3,7506.527415143603
3124,Kadubeesanahalli,3 BHK,1545.0,2.0,66.0,3,4271.844660194175
3125,Kadubeesanahalli,3 BHK,1424.0,2.0,75.0,3,5266.8539325842685
3126,Kadubeesanahalli,2 BHK,1257.0,2.0,93.0,2,7398.568019093079
3127,Kadubeesanahalli,3 BHK,1365.0,3.0,80.0,3,5860.805860805861
3128,Kadubeesanahalli,2 BHK,1257.0,2.0,105.0,2,8353.221957040572
3129,Kadubeesanahalli,2 BHK,1184.0,2.0,55.0,2,4645.27027027027
3130,Kadubeesanahalli,2 BHK,1185.0,2.0,55.0,2,4641.350210970464
3131,Kadubeesanahalli,2 BHK,1140.0,2.0,78.0,2,6842.105263157896
3132,Kadugodi,3 BHK,1762.0,3.0,91.45,3,5190.124858115778
3133,Kadugodi,2 BHK,1198.0,2.0,58.0,2,4841.402337228716
3134,Kadugodi,3 BHK,1890.0,4.0,127.0,3,6719.5767195767185
3135,Kadugodi,4 Bedroom,3750.0,4.0,210.0,4,5600.0
3136,Kadugodi,3 BHK,1762.0,3.0,110.0,3,6242.905788876277
3137,Kadugodi,3 BHK,1900.0,3.0,108.0,3,5684.210526315788
3138,Kadugodi,2 BHK,1314.0,2.0,68.2,2,5190.258751902587
3139,Kadugodi,3 BHK,1645.0,2.0,82.0,3,4984.802431610942
3140,Kadugodi,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
3141,Kadugodi,2 BHK,1314.0,2.0,78.0,2,5936.0730593607295
3142,Kadugodi,3 BHK,1762.0,3.0,112.0,3,6356.413166855846
3143,Kadugodi,2 BHK,1314.0,2.0,83.0,2,6316.590563165904
3144,Kadugodi,1 BHK,925.0,1.0,40.7,1,4400.000000000001
3145,Kadugodi,3 BHK,1351.0,2.0,78.0,3,5773.501110288676
3146,Kadugodi,2 BHK,1010.0,2.0,50.0,2,4950.495049504952
3147,Kadugodi,3 BHK,1890.0,4.0,125.0,3,6613.756613756614
3148,Kadugodi,2 BHK,1152.0,2.0,61.0,2,5295.13888888889
3149,Kadugodi,2 BHK,1394.0,2.0,56.0,2,4017.216642754663
3150,Kadugodi,3 BHK,1762.0,3.0,112.0,3,6356.413166855846
3151,Kadugodi,3 BHK,1890.0,4.0,125.0,3,6613.756613756614
3152,Kadugodi,2 BHK,1088.0,2.0,44.0,2,4044.117647058824
3153,Kadugodi,3 Bedroom,1875.0,2.0,110.0,3,5866.666666666668
3154,Kadugodi,2 BHK,1150.0,2.0,42.0,2,3652.173913043479
3155,Kadugodi,3 BHK,1762.0,3.0,109.0,3,6186.152099886493
3156,Kadugodi,2 BHK,1314.0,2.0,80.0,2,6088.2800608828
3157,Kadugodi,2 BHK,1196.0,2.0,60.0,2,5016.722408026756
3158,Kaggadasapura,3 BHK,1280.0,2.0,56.0,3,4375.0
3159,Kaggadasapura,2 BHK,1275.0,2.0,52.0,2,4078.4313725490197
3160,Kaggadasapura,4 BHK,2150.0,4.0,100.0,4,4651.1627906976755
3161,Kaggadasapura,2 BHK,1150.0,2.0,42.0,2,3652.173913043479
3162,Kaggadasapura,2 BHK,1110.0,2.0,53.0,2,4774.774774774774
3163,Kaggadasapura,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
3164,Kaggadasapura,2 BHK,1063.0,2.0,42.0,2,3951.081843838194
3165,Kaggadasapura,3 BHK,1470.0,2.0,75.0,3,5102.040816326531
3166,Kaggadasapura,2 BHK,1050.0,2.0,48.0,2,4571.428571428572
3167,Kaggadasapura,2 BHK,1132.0,2.0,42.0,2,3710.2473498233217
3168,Kaggadasapura,2 BHK,1100.0,2.0,58.0,2,5272.727272727273
3169,Kaggadasapura,2 BHK,1325.0,2.0,50.0,2,3773.584905660377
3170,Kaggadasapura,2 BHK,1200.0,2.0,53.0,2,4416.666666666667
3171,Kaggadasapura,2 BHK,1035.0,2.0,45.5,2,4396.135265700483
3172,Kaggadasapura,2 BHK,1180.0,1.0,50.0,2,4237.28813559322
3173,Kaggadasapura,2 BHK,1140.0,2.0,46.0,2,4035.0877192982452
3174,Kaggadasapura,3 BHK,1340.0,3.0,66.0,3,4925.373134328358
3175,Kaggadasapura,3 BHK,1500.0,3.0,75.0,3,5000.0
3176,Kaggadasapura,2 BHK,1215.0,2.0,43.0,2,3539.094650205761
3177,Kaggadasapura,2 BHK,1225.0,2.0,48.0,2,3918.3673469387763
3178,Kaggadasapura,3 BHK,1540.0,3.0,75.0,3,4870.129870129871
3179,Kaggadasapura,2 BHK,1240.0,2.0,45.0,2,3629.032258064516
3180,Kaggadasapura,3 BHK,1560.0,2.0,72.0,3,4615.384615384615
3181,Kaggadasapura,2 BHK,1240.0,2.0,58.58,2,4724.1935483870975
3182,Kaggadasapura,2 BHK,1000.0,2.0,43.0,2,4300.0
3183,Kaggadasapura,2 BHK,1225.0,2.0,48.0,2,3918.3673469387763
3185,Kaggadasapura,2 BHK,960.0,2.0,45.0,2,4687.5
3186,Kaggadasapura,2 BHK,775.0,2.0,29.5,2,3806.451612903226
3187,Kaggadasapura,3 BHK,1455.0,3.0,75.0,3,5154.639175257732
3188,Kaggadasapura,2 BHK,1045.0,2.0,55.0,2,5263.157894736842
3189,Kaggadasapura,3 BHK,1654.0,3.0,70.0,3,4232.1644498186215
3190,Kaggadasapura,2 BHK,1106.0,2.0,40.0,2,3616.6365280289333
3191,Kaggadasapura,3 BHK,1485.0,2.0,70.0,3,4713.804713804714
3192,Kaggadasapura,2 BHK,1175.0,2.0,50.0,2,4255.31914893617
3193,Kaggadasapura,2 BHK,1105.0,2.0,39.5,2,3574.660633484163
3194,Kaggadasapura,3 BHK,1500.0,2.0,75.0,3,5000.0
3195,Kaggadasapura,3 BHK,1400.0,2.0,68.0,3,4857.142857142857
3196,Kaggadasapura,2 BHK,1150.0,2.0,45.0,2,3913.04347826087
3197,Kaggalipura,1 BHK,700.0,1.0,38.0,1,5428.571428571428
3198,Kaggalipura,1 BHK,700.0,1.0,36.0,1,5142.857142857143
3199,Kaggalipura,2 BHK,950.0,2.0,48.0,2,5052.631578947368
3200,Kaggalipura,2 BHK,1000.0,2.0,60.0,2,6000.0
3201,Kaggalipura,2 BHK,950.0,2.0,50.0,2,5263.157894736842
3202,Kaggalipura,2 BHK,950.0,2.0,47.0,2,4947.368421052632
3203,Kaggalipura,3 BHK,1150.0,2.0,62.0,3,5391.304347826087
3204,Kaggalipura,1 BHK,700.0,1.0,35.0,1,5000.0
3205,Kaggalipura,2 BHK,950.0,2.0,45.0,2,4736.842105263158
3206,Kaggalipura,2 BHK,950.0,2.0,60.0,2,6315.789473684212
3207,Kaikondrahalli,3 BHK,1645.0,3.0,100.0,3,6079.0273556231
3208,Kaikondrahalli,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
3209,Kaikondrahalli,3 BHK,1220.0,3.0,56.0,3,4590.163934426229
3210,Kaikondrahalli,2 BHK,1300.0,2.0,61.0,2,4692.307692307692
3211,Kaikondrahalli,4 BHK,1700.0,4.0,108.0,4,6352.941176470588
3212,Kaikondrahalli,3 BHK,1342.0,3.0,92.0,3,6855.439642324887
3213,Kaikondrahalli,3 BHK,1605.0,3.0,105.0,3,6542.056074766355
3214,Kaikondrahalli,2 BHK,1253.0,2.0,81.5,2,6504.3894652833205
3215,Kaikondrahalli,2 BHK,991.0,2.0,64.0,2,6458.123107971745
3216,Kaikondrahalli,2 BHK,1250.0,2.0,78.0,2,6240.0
3217,Kaikondrahalli,6 BHK,3381.0,6.0,225.0,6,6654.83584738243
3218,Kalena Agrahara,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
3219,Kalena Agrahara,3 BHK,1804.0,3.0,120.0,3,6651.8847006651895
3220,Kalena Agrahara,3 BHK,1425.0,2.0,70.0,3,4912.280701754386
3221,Kalena Agrahara,2 BHK,1325.0,2.0,76.0,2,5735.849056603774
3222,Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3,5862.068965517241
3223,Kalena Agrahara,2 BHK,980.0,2.0,40.0,2,4081.632653061225
3224,Kalena Agrahara,2 BHK,1187.0,2.0,52.0,2,4380.791912384162
3225,Kalena Agrahara,2 BHK,800.0,2.0,30.0,2,3750.0
3226,Kalena Agrahara,3 BHK,1565.0,3.0,78.0,3,4984.025559105431
3227,Kalena Agrahara,1 BHK,610.0,1.0,39.0,1,6393.44262295082
3228,Kalena Agrahara,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
3229,Kalena Agrahara,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
3230,Kalena Agrahara,2 BHK,1200.0,2.0,45.0,2,3750.0
3231,Kalena Agrahara,3 BHK,1902.0,3.0,89.0,3,4679.2849631966355
3232,Kalena Agrahara,2 BHK,800.0,2.0,40.0,2,5000.0
3233,Kalena Agrahara,2 BHK,1222.0,2.0,48.0,2,3927.9869067103114
3234,Kalena Agrahara,2 BHK,900.0,2.0,40.0,2,4444.444444444444
3235,Kalena Agrahara,3 BHK,1837.0,2.0,95.0,3,5171.475231355471
3236,Kalena Agrahara,3 BHK,1510.0,3.0,78.0,3,5165.562913907284
3237,Kalena Agrahara,2 BHK,1354.0,2.0,70.0,2,5169.8670605613
3238,Kalena Agrahara,2 BHK,1200.0,3.0,70.0,2,5833.333333333332
3239,Kalena Agrahara,2 BHK,1354.0,2.0,71.0,2,5243.722304283604
3240,Kalyan nagar,3 BHK,1375.0,3.0,75.0,3,5454.545454545455
3241,Kalyan nagar,2 BHK,820.0,2.0,39.0,2,4756.097560975611
3242,Kalyan nagar,4 BHK,3800.0,5.0,300.0,4,7894.736842105262
3243,Kalyan nagar,3 BHK,1640.0,3.0,88.0,3,5365.853658536586
3244,Kalyan nagar,2 BHK,1080.0,2.0,73.0,2,6759.259259259259
3245,Kalyan nagar,4 BHK,2422.0,3.0,150.0,4,6193.228736581338
3246,Kalyan nagar,2 BHK,1280.0,2.0,48.0,2,3750.0
3247,Kalyan nagar,2 BHK,1198.0,2.0,65.0,2,5425.709515859767
3248,Kalyan nagar,2 BHK,1250.0,2.0,65.0,2,5200.0
3249,Kalyan nagar,2 BHK,1190.0,2.0,60.0,2,5042.01680672269
3250,Kalyan nagar,2 BHK,1086.0,2.0,44.5,2,4097.6058931860025
3251,Kalyan nagar,3 BHK,2285.0,4.0,165.0,3,7221.006564551422
3252,Kalyan nagar,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
3253,Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
3254,Kambipura,3 BHK,1082.0,2.0,56.0,3,5175.600739371535
3255,Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
3256,Kambipura,2 BHK,883.0,2.0,39.0,2,4416.761041902605
3257,Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
3258,Kambipura,2 BHK,883.0,2.0,39.0,2,4416.761041902605
3259,Kambipura,3 BHK,1082.0,2.0,55.0,3,5083.179297597043
3260,Kambipura,2 BHK,883.0,2.0,37.0,2,4190.260475651189
3261,Kambipura,2 BHK,883.0,2.0,44.0,2,4983.012457531144
3262,Kambipura,2 BHK,883.0,2.0,37.0,2,4190.260475651189
3263,Kambipura,2 BHK,883.0,2.0,39.0,2,4416.761041902605
3264,Kambipura,2 BHK,883.0,2.0,37.01,2,4191.392978482446
3265,Kambipura,2 BHK,883.0,2.0,39.0,2,4416.761041902605
3266,Kambipura,2 BHK,883.0,2.0,45.0,2,5096.262740656852
3267,Kambipura,2 BHK,883.0,2.0,39.0,2,4416.761041902605
3268,Kambipura,3 BHK,1082.0,2.0,55.0,3,5083.179297597043
3269,Kammanahalli,5 BHK,2845.0,5.0,140.0,5,4920.913884007029
3270,Kammanahalli,5 Bedroom,1666.0,4.0,150.0,5,9003.601440576229
3271,Kammanahalli,1 Bedroom,700.0,1.0,59.0,1,8428.57142857143
3272,Kammanahalli,2 BHK,1200.0,2.0,80.0,2,6666.666666666668
3273,Kammanahalli,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
3274,Kammanahalli,2 Bedroom,1200.0,1.0,81.0,2,6750.0
3275,Kammanahalli,4 Bedroom,2900.0,4.0,200.0,4,6896.551724137931
3276,Kammanahalli,2 BHK,1200.0,3.0,80.0,2,6666.666666666668
3277,Kammasandra,3 BHK,1595.0,3.0,65.0,3,4075.2351097178694
3278,Kammasandra,2 BHK,810.0,2.0,24.5,2,3024.691358024692
3279,Kammasandra,1 BHK,657.5,1.0,18.41,1,2800.0
3280,Kammasandra,2 BHK,674.0,2.0,29.0,2,4302.670623145401
3281,Kammasandra,3 BHK,912.0,2.0,39.0,3,4276.315789473684
3282,Kammasandra,2 BHK,1156.0,2.0,32.0,2,2768.166089965398
3283,Kammasandra,2 BHK,870.0,2.0,24.0,2,2758.6206896551726
3284,Kammasandra,2 BHK,990.0,2.0,31.5,2,3181.818181818182
3285,Kammasandra,2 BHK,930.0,2.0,25.0,2,2688.1720430107525
3286,Kammasandra,2 BHK,992.0,2.0,25.79,2,2599.798387096774
3287,Kammasandra,2 BHK,1030.0,1.0,25.75,2,2500.0
3288,Kammasandra,2 BHK,1015.0,2.0,37.0,2,3645.3201970443347
3289,Kammasandra,2 BHK,1080.0,2.0,31.99,2,2962.037037037037
3290,Kammasandra,2 BHK,1415.0,2.0,60.0,2,4240.2826855123685
3291,Kammasandra,2 BHK,1057.0,2.0,35.0,2,3311.258278145696
3292,Kammasandra,2 BHK,982.0,2.0,25.53,2,2599.7963340122196
3293,Kammasandra,3 BHK,1500.0,3.0,65.0,3,4333.333333333333
3294,Kammasandra,2 BHK,985.0,2.0,40.5,2,4111.675126903553
3295,Kammasandra,2 BHK,940.0,2.0,35.0,2,3723.4042553191493
3296,Kammasandra,1 BHK,610.0,1.0,18.5,1,3032.786885245901
3297,Kanakapura,3 BHK,1419.0,3.0,75.0,3,5285.4122621564475
3298,Kanakapura,1 BHK,711.0,1.0,36.0,1,5063.291139240508
3299,Kanakapura,1 BHK,711.0,1.0,38.0,1,5344.585091420536
3300,Kanakapura,2 BHK,929.0,2.0,46.0,2,4951.560818083961
3301,Kanakapura,1 BHK,551.0,1.0,30.0,1,5444.64609800363
3302,Kanakapura,2 BHK,1020.0,2.0,42.83,2,4199.019607843137
3303,Kanakapura,3 BHK,1699.0,3.0,97.0,3,5709.240729841083
3304,Kanakapura,2 BHK,1130.0,2.0,45.2,2,4000.0
3305,Kanakapura,3 BHK,1476.0,3.0,75.0,3,5081.30081300813
3306,Kanakapura,2 BHK,1295.0,2.0,64.0,2,4942.084942084942
3307,Kanakapura,2 BHK,1160.0,2.0,46.39,2,3999.1379310344832
3308,Kanakapura,2 BHK,1277.0,2.0,55.0,2,4306.969459671104
3309,Kanakapura,2 BHK,1151.0,2.0,59.0,2,5125.977410947004
3310,Kanakapura,2 BHK,945.0,2.0,47.0,2,4973.544973544974
3311,Kanakapura,3 BHK,1254.0,2.0,70.0,3,5582.13716108453
3312,Kanakapura,3 Bedroom,2200.0,3.0,121.0,3,5500.0
3313,Kanakapura,2 BHK,1340.0,2.0,65.0,2,4850.746268656716
3314,Kanakapura,3 BHK,1450.0,3.0,75.0,3,5172.4137931034475
3315,Kanakapura,2 BHK,1130.0,2.0,45.2,2,4000.0
3316,Kanakapura,2 BHK,1283.0,2.0,68.0,2,5300.077942322681
3317,Kanakapura,4 BHK,2130.0,4.0,120.0,4,5633.802816901409
3318,Kanakapura,1 BHK,938.0,1.0,50.0,1,5330.490405117271
3319,Kanakapura,1 BHK,825.0,1.0,35.475,1,4300.0
3320,Kanakapura,3 BHK,1489.0,2.0,70.0,3,4701.141705842848
